city,company_name,country,governate,location,mode,name,type,url
New Damietta,Smart Technology Solutions,Egypt,Damietta,"New Damietta, Damietta, Egypt",on-site,grc specialist,full time,https://wuzzuf.net/jobs/p/mV1ipXZyzmP4-GRC-Specialist-Smart-Technology-Solutions-Damietta-Egypt
New Damietta,Smart Technology Solutions,Egypt,Damietta,"New Damietta, Damietta, Egypt",on-site,presales security engineer,full time,https://wuzzuf.net/jobs/p/ENiVBPbqVpnb-Presales-Security-Engineer-Smart-Technology-Solutions-Damietta-Egypt
New Damietta,Smart Technology Solutions,Egypt,Damietta,"New Damietta, Damietta, Egypt",on-site,senior network engineer,full time,https://wuzzuf.net/jobs/p/1DSKO6ibTesY-Senior-Network-Engineer-Smart-Technology-Solutions-Damietta-Egypt
Nasr City,Dynamicslink,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,senior full stack developer (.net core - mvc),full time,https://wuzzuf.net/jobs/p/KuLRaUMOOfhv-Senior-Full-Stack-Developer-Net-Core---MVC-Dynamicslink-Cairo-Egypt
Nasr City,Dynamicslink,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,it project coordinator,full time,https://wuzzuf.net/jobs/p/urreBdNJB0KY-IT-Project-Coordinator-Dynamicslink-Cairo-Egypt
Heliopolis,GPS,Egypt,Cairo,"Heliopolis, Cairo, Egypt",on-site,network engineer,full time,https://wuzzuf.net/jobs/p/0t8JOb7n4IUI-Network-Engineer-GPS-Cairo-Egypt
Sheraton,Confidential,Egypt,Cairo,"Sheraton, Cairo, Egypt",on-site,it assistant manager,full time,https://wuzzuf.net/jobs/p/JrA1g5Dcy9rQ-IT-Assistant-Manager-Cairo-Egypt
,Fudex,Egypt,Cairo,"Cairo, Egypt",remote,tech business partnership manager,full time,https://wuzzuf.net/jobs/p/0OTTxBAbtEPY-Tech-Business-Partnership-Manager-Fudex-Cairo-Egypt
Nasr City,Charisma Design,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,flutter developer,full time,https://wuzzuf.net/jobs/p/bhHtCwfxZGn9-Flutter-Developer-Charisma-Design-Cairo-Egypt
6th of October,Lumin,Egypt,Giza,"6th of October, Giza, Egypt",on-site,sales account manager (software background),full time,https://wuzzuf.net/jobs/p/4YuKETXIQacs-Sales-Account-Manager-Software-Background-Lumin-Giza-Egypt
Maadi,Daam,Egypt,Cairo,"Maadi, Cairo, Egypt",on-site,application specialist,full time,https://wuzzuf.net/jobs/p/F0lfeNs5lPbS-Application-Specialist-Daam-Cairo-Egypt
Maadi,Daam,Egypt,Cairo,"Maadi, Cairo, Egypt",hybrid,sap basis consultant,full time,https://wuzzuf.net/jobs/p/LUfwSpiFqIE0-SAP-Basis-Consultant-Daam-Cairo-Egypt
Nasr City,Egyptian Company for Cosmetics,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,it helpdesk engineer,full time,https://wuzzuf.net/jobs/p/lTYlf5387aJ0-IT-Helpdesk-engineer-Egyptian-Company-for-Cosmetics-Cairo-Egypt
New Cairo,Confidential,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,wordpress /php/full stack developer,full time,https://wuzzuf.net/jobs/p/mRMNGLUeJJXc-Wordpress-phpfull-stack-Developer-Cairo-Egypt
Mokattam,Engaz,Egypt,Cairo,"Mokattam, Cairo, Egypt",on-site,sales manager,full time,https://wuzzuf.net/jobs/p/gYaxVH64j8YM-Sales-Manager-Engaz-Cairo-Egypt
Sheikh Zayed,Lumin,Egypt,Giza,"Sheikh Zayed, Giza, Egypt",hybrid,agile coach,full time,https://wuzzuf.net/jobs/p/36Txjp2zBSCa-Agile-Coach-Lumin-Giza-Egypt
Heliopolis,Al Ateeq Software,Egypt,Cairo,"Heliopolis, Cairo, Egypt",on-site,senior business analyst,full time,https://wuzzuf.net/jobs/p/T672z9LYtP3R-Senior-Business-Analyst-Al-Ateeq-Software-Cairo-Egypt
Glim,3rabapp,Egypt,Alexandria,"Glim, Alexandria, Egypt",remote,flutter developer with android background,freelance / project,https://wuzzuf.net/jobs/p/KQDKlgjbaAyL-Flutter-Developer-With-Android-Background-3rabapp-Alexandria-Egypt
Nasr City,El Delta Electronic Systems,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,marketing manager,full time,https://wuzzuf.net/jobs/p/HLbavJljDOsp-Marketing-Manager-El-Delta-Electronic-Systems-Cairo-Egypt
Glim,3rabapp,Egypt,Alexandria,"Glim, Alexandria, Egypt",remote,ios developer,freelance / project,https://wuzzuf.net/jobs/p/oX5lDanPU1zf-iOS-Developer-3rabapp-Alexandria-Egypt
,Confidential,Egypt,Cairo,"Cairo, Egypt",on-site,cto,full time,https://wuzzuf.net/jobs/p/BZzhOdjjvQOb-CTO-Cairo-Egypt
,Confidential,Egypt,Cairo,"Cairo, Egypt",on-site,software business analyst,full time,https://wuzzuf.net/jobs/p/lX3F1DHDv1Ly-Software-Business-Analyst-Cairo-Egypt
Heliopolis,DIRAC SYSTEMS,Egypt,Cairo,"Heliopolis, Cairo, Egypt",on-site,erp application consultant,full time,https://wuzzuf.net/jobs/p/vl5GJCp78sUe-ERP-Application-Consultant-DIRAC-SYSTEMS-Cairo-Egypt
New Cairo,Digitec,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,odoo functional consultant,full time,https://wuzzuf.net/jobs/p/yJd4Onp8jyoR-Odoo-Functional-Consultant-Digitec-Cairo-Egypt
6th of October,Mittal for Consultation,Egypt,Giza,"6th of October, Giza, Egypt",on-site,erp administrator,full time,https://wuzzuf.net/jobs/p/TbwhJUGBmfZQ-ERP-Administrator-Mittal-for-Consultation-Giza-Egypt
,accur digital,Egypt,Cairo,"Cairo, Egypt",hybrid,project manager,full time,https://wuzzuf.net/jobs/p/Ndb6jWekT8co-Project-Manager-accur-digital-Cairo-Egypt
,Confidential,Egypt,Beni Suef,"Beni Suef, Egypt",on-site,it help desk,full time,https://wuzzuf.net/jobs/p/8KTOrF3xsPMf-IT-Help-Desk-Beni-Suef-Egypt
Sheikh Zayed,INTERNET SOLUTIONS,Egypt,Giza,"Sheikh Zayed, Giza, Egypt",hybrid,media buyer / performance marketing manager,full time,https://wuzzuf.net/jobs/p/zvLIpmUfh2OP-Media-Buyer-Performance-Marketing-Manager-INTERNET-SOLUTIONS-Giza-Egypt
Sheikh Zayed,INTERNET SOLUTIONS,Egypt,Giza,"Sheikh Zayed, Giza, Egypt",on-site,b2b sales account manager,full time,https://wuzzuf.net/jobs/p/QGpBRleHLUQK-B2B-Sales-Account-Manager-INTERNET-SOLUTIONS-Giza-Egypt
,iBrokerage Ltd.,Egypt,Cairo,"Cairo, Egypt",remote,"full stack php developer - laravel (full-time, remote)",full time,https://wuzzuf.net/jobs/p/M0Esuu8VGk1I-Full-Stack-PHP-Developer---Laravel-Full-Time-Remote-iBrokerage-Ltd-Cairo-Egypt
,iBrokerage Ltd.,Egypt,Cairo,"Cairo, Egypt",remote,"senior backend php developer - laravel (full-time, remote)",full time,https://wuzzuf.net/jobs/p/ybgbpSU5cXD0-Senior-Backend-PHP-Developer---Laravel-Full-Time-Remote-iBrokerage-Ltd-Cairo-Egypt
Hadayek Alahram,Skarpt Company,Egypt,Giza,"Hadayek Alahram, Giza, Egypt",on-site,backend developer,full time,https://wuzzuf.net/jobs/p/eoUbFylzUBh3-Backend-Developer-Skarpt-Company-Giza-Egypt
Glim,Finiex Soft,Egypt,Alexandria,"Glim, Alexandria, Egypt",hybrid,devops engineer,full time,https://wuzzuf.net/jobs/p/V0YcRL792Dor-Devops-Engineer-Finiex-Soft-Alexandria-Egypt
Nasr City,Naguib Selim,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,odoo administrator,full time,https://wuzzuf.net/jobs/p/vOifAu7OE6d7-odoo-administrator-Naguib-Selim-Cairo-Egypt
Maadi,Babeleye,Egypt,Cairo,"Maadi, Cairo, Egypt",hybrid,full stack developer,full time,https://wuzzuf.net/jobs/p/gKaFfOxPNNYD-Full-Stack-Developer-Babeleye-Cairo-Egypt
Tanta,Advertizer,Egypt,Gharbia,"Tanta, Gharbia, Egypt",on-site,senior back-end developer,full time,https://wuzzuf.net/jobs/p/FylH8sVi3JZl-Senior-Back-End-Developer-Advertizer-Gharbia-Egypt
,TechJump,Egypt,Alexandria,"Alexandria, Egypt",hybrid,senior react native developer,full time,https://wuzzuf.net/jobs/p/wxCSupIvBA7O-Senior-React-Native-Developer-TechJump-Alexandria-Egypt
New Cairo,Confidential,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,system administrator,full time,https://wuzzuf.net/jobs/p/c36902wpA9Uv-System-Administrator-Cairo-Egypt
Badr City,JAC,Egypt,Cairo,"Badr City, Cairo, Egypt",on-site,it manager,full time,https://wuzzuf.net/jobs/p/QTUBte2ALIg1-IT-Manager-JAC-Cairo-Egypt
Nasr City,Nasr City For Trading and Contracting (NCTC),Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,it specialist,full time,https://wuzzuf.net/jobs/p/1MJsqTO3yDoK-IT-Specialist-Nasr-City-For-Trading-and-Contracting-NCTC-Cairo-Egypt
,Cloud Arch Technologies,Egypt,Cairo,"Cairo, Egypt",remote,cloud infrastructure engineer,part time,https://wuzzuf.net/jobs/p/14VXJvDI4ySU-Cloud-Infrastructure-Engineer-Cloud-Arch-Technologies-Cairo-Egypt
,Cloud Arch Technologies,Egypt,Cairo,"Cairo, Egypt",remote,android developer,part time,https://wuzzuf.net/jobs/p/OdYfiVjVbS13-Android-Developer-Cloud-Arch-Technologies-Cairo-Egypt
,Cloud Arch Technologies,Egypt,Cairo,"Cairo, Egypt",remote,ios developer,part time,https://wuzzuf.net/jobs/p/b9ww6KuZrvsl-iOS-Developer-Cloud-Arch-Technologies-Cairo-Egypt
Sheikh Zayed,1D Consulting,Egypt,Giza,"Sheikh Zayed, Giza, Egypt",on-site,software engineer,full time,https://wuzzuf.net/jobs/p/HyXm9pmO3IHc-Software-Engineer-1D-Consulting-Giza-Egypt
Attarin,Alexandria Business Association,Egypt,Alexandria,"Attarin, Alexandria, Egypt",on-site,it specialist,full time,https://wuzzuf.net/jobs/p/2Vwmq3UjQNk1-IT-Specialist-Alexandria-Business-Association-Alexandria-Egypt
Maadi,Viavi Solutions,Egypt,Cairo,"Maadi, Cairo, Egypt",hybrid,full-stack developer,full time,https://wuzzuf.net/jobs/p/B7eeNqYx0UMx-Full-Stack-Developer-Viavi-Solutions-Cairo-Egypt
6th of October,(MSA) October University,Egypt,Giza,"6th of October, Giza, Egypt",on-site,oracle apex developer,full time,https://wuzzuf.net/jobs/p/jDrKEVGHLZkp-Oracle-Apex-Developer-MSA-October-University-Giza-Egypt
,Confidential,Egypt,Cairo,"Cairo, Egypt",remote,senior java developer,full time,https://wuzzuf.net/jobs/p/Vea56D33K8bO-Senior-Java-Developer-Cairo-Egypt
,Confidential,Egypt,Cairo,"Cairo, Egypt",remote,java full-stack developer,full time,https://wuzzuf.net/jobs/p/1sBqz5line2H-Java-Full-Stack-Developer-Cairo-Egypt
Heliopolis,Testing UX,Egypt,Cairo,"Heliopolis, Cairo, Egypt",hybrid,product designer,internship,https://wuzzuf.net/internship/IYObocH3XOXc-Product-Designer-Testing-UX-Cairo-Egypt
6th of October,Confidential,Egypt,Giza,"6th of October, Giza, Egypt",hybrid,senior full stack developer (.net core & angular),full time,https://wuzzuf.net/jobs/p/21ff1wNhSBDC-Senior-Full-Stack-Developer-NET-Core-Angular-Giza-Egypt
,TechJump,Egypt,Alexandria,"Alexandria, Egypt",hybrid,senior python developer (django),full time,https://wuzzuf.net/jobs/p/jKZmIb1pN8bX-Senior-Python-Developer-Django-TechJump-Alexandria-Egypt
New Cairo,Global Brands,Egypt,Cairo,"New Cairo, Cairo, Egypt",hybrid,sharepoint developer,full time,https://wuzzuf.net/jobs/p/kMx0eZTzt4UC-SharePoint-Developer-Global-Brands-Cairo-Egypt
Nasr City,Confidential,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,front end developer,full time,https://wuzzuf.net/jobs/p/cmmAMJmIJkPT-Front-End-Developer-Cairo-Egypt
,HIGHBASE TRADING W.L.L,Egypt,Cairo,"Cairo, Egypt",remote,senior data analyst & machine learning specialist (full time remote),full time,https://wuzzuf.net/jobs/p/SqMEOhLiBPcT-Senior-Data-Analyst-Machine-Learning-Specialist-Full-time-Remote-HIGHBASE-TRADING-W-L-L-Cairo-Egypt
,CompuWorld Systems,Egypt,Cairo,"Cairo, Egypt",on-site,sales account manager,full time,https://wuzzuf.net/jobs/p/WqYT70OKyNka-Sales-Account-Manager-CompuWorld-Systems-Cairo-Egypt
Smart Village,Al Watania Poultry,Egypt,Giza,"Smart Village, Giza, Egypt",on-site,microsoft dynamics ax functional ( financial module ),full time,https://wuzzuf.net/jobs/p/BsoGNJVIXLML-Microsoft-Dynamics-AX-Functional-Financial-module-Al-Watania-Poultry-Giza-Egypt
,Confidential,Egypt,Giza,"Giza, Egypt",on-site,odoo implementor,full time,https://wuzzuf.net/jobs/p/4L1T4d3E0wFk-Odoo-Implementor-Giza-Egypt
Nasr City,El Delta Electronic Systems,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,presales manager,full time,https://wuzzuf.net/jobs/p/ixXCpeK62UJV-Presales-Manager-El-Delta-Electronic-Systems-Cairo-Egypt
Nasr City,National Technology,Egypt,Cairo,"Nasr City, Cairo, Egypt",hybrid,senior .net developer,full time,https://wuzzuf.net/jobs/p/nXWfYveFcNql-Senior-Net-Developer-National-Technology-Cairo-Egypt
Nasr City,National Technology,Egypt,Cairo,"Nasr City, Cairo, Egypt",hybrid,advanced . net developer,full time,https://wuzzuf.net/jobs/p/fKQSzadBXGYS-Advanced-Net-Developer-National-Technology-Cairo-Egypt
Nasr City,El Delta Electronic Systems,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,sales manager,full time,https://wuzzuf.net/jobs/p/crKpdJxKgSse-Sales-Manager-El-Delta-Electronic-Systems-Cairo-Egypt
New Nozha,qTech.,Egypt,Cairo,"New Nozha, Cairo, Egypt",on-site,devops engineer,full time,https://wuzzuf.net/jobs/p/I5nsCOuGpfi2-Devops-Engineer-qTech-Cairo-Egypt
,LINK Development,Egypt,Cairo,"Cairo, Egypt",hybrid,ai specialist,full time,https://wuzzuf.net/jobs/p/3rg82U4xRJsY-AI-Specialist-LINK-Development-Cairo-Egypt
Nasr City,El Delta Electronic Systems,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,cloud operations team lead,full time,https://wuzzuf.net/jobs/p/7OHrkWjNMsY3-Cloud-operations-Team-Lead-El-Delta-Electronic-Systems-Cairo-Egypt
New Cairo,LINK TSP,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,frontend react,full time,https://wuzzuf.net/jobs/p/py0zPttgNuJV-Frontend-React-LINK-TSP-Cairo-Egypt
New Cairo,Ryze Clubs,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,odoo functional consultant,full time,https://wuzzuf.net/jobs/p/RiKFFP8kpHe9-Odoo-Functional-Consultant-Ryze-Clubs-Cairo-Egypt
Heliopolis,BTC-Egypt Gold,Egypt,Cairo,"Heliopolis, Cairo, Egypt",on-site,oracle netsuite consultant,full time,https://wuzzuf.net/jobs/p/cvbLHfvZve6b-Oracle-NetSuite-Consultant-BTC-Egypt-Gold-Cairo-Egypt
Sheikh Zayed,Ultimate Solutions Egypt,Egypt,Giza,"Sheikh Zayed, Giza, Egypt",on-site,erp functional consultant,full time,https://wuzzuf.net/jobs/p/wXZJ3WcjROgG-ERP-Functional-Consultant-Ultimate-Solutions-Egypt-Giza-Egypt
New Cairo,Transmar International,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,senior erp system expert,full time,https://wuzzuf.net/jobs/p/zSZGuovRqLLA-Senior-ERP-System-Expert-Transmar-International-Cairo-Egypt
,Confidential,Egypt,Cairo,"Cairo, Egypt",hybrid,senior oracle apex developer,full time,https://wuzzuf.net/jobs/p/eqfMpdvokwDc-Senior-Oracle-APEX-Developer-Cairo-Egypt
New Cairo,eVision,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,senior software quality control engineer,full time,https://wuzzuf.net/jobs/p/FgDX8SulQStw-Senior-Software-Quality-Control-Engineer-eVision-Cairo-Egypt
New Cairo,eVision,Egypt,Cairo,"New Cairo, Cairo, Egypt",hybrid,senior software engineer,full time,https://wuzzuf.net/jobs/p/XDr9y48nR5Kz-Senior-Software-Engineer-eVision-Cairo-Egypt
New Cairo,eVision,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,technical support / application support engineer,full time,https://wuzzuf.net/jobs/p/lqxBnWOf19M1-Technical-Support-Application-Support-Engineer-eVision-Cairo-Egypt
Tanta,Advertizer,Egypt,Gharbia,"Tanta, Gharbia, Egypt",on-site,senior front end developer,full time,https://wuzzuf.net/jobs/p/mwVJjBZIJgnX-Senior-Front-End-Developer-Advertizer-Gharbia-Egypt
Mokattam,Al Hayat Medical Clinics,Egypt,Cairo,"Mokattam, Cairo, Egypt",on-site,odoo developer,full time,https://wuzzuf.net/jobs/p/t1yq1xo1tGjv-Odoo-Developer-Al-Hayat-Medical-Clinics-Cairo-Egypt
Sheikh Zayed,Confidential,Egypt,Giza,"Sheikh Zayed, Giza, Egypt",remote,unity game developer,full time,https://wuzzuf.net/jobs/p/qqEeoatWGP3o-Unity-Game-Developer-Giza-Egypt
Sheikh Zayed,Confidential,Egypt,Giza,"Sheikh Zayed, Giza, Egypt",remote,game artist,full time,https://wuzzuf.net/jobs/p/y5TNrg6y4anB-Game-Artist-Giza-Egypt
6th of October,Confidential,Egypt,Giza,"6th of October, Giza, Egypt",hybrid,senior zoho developer,full time,https://wuzzuf.net/jobs/p/qKpPENxZHIr3-Senior-ZOHO-Developer-Giza-Egypt
,Atco Pharma For Pharmaceutical Industries,Egypt,Monufya,"Monufya, Egypt",on-site,project coordinator (pmo),full time,https://wuzzuf.net/jobs/p/EH9NdcsEq1Mf-Project-Coordinator-PMO-Atco-Pharma-For-Pharmaceutical-Industries-Monufya-Egypt
Heliopolis,Biddex,Egypt,Cairo,"Heliopolis, Cairo, Egypt",on-site,senior full stack developer,full time,https://wuzzuf.net/jobs/p/OELcS49HLFbV-Senior-Full-Stack-Developer-Biddex-Cairo-Egypt
Maadi,Al Ahly capital holding - Al Ahly Tamkeen,Egypt,Cairo,"Maadi, Cairo, Egypt",on-site,senior microsoft sql server dba,full time,https://wuzzuf.net/jobs/p/jbJkyQCnA2Po-Senior-Microsoft-SQL-Server-DBA-Al-Ahly-capital-holding---Al-Ahly-Tamkeen-Cairo-Egypt
Nasr City,Advanced Solutions,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,"junior back-end developer (.net 8, postgresql, abp framework)",full time,https://wuzzuf.net/jobs/p/eex5NItM4mxF-Junior-Back-End-Developer-NET-8-PostgreSQL-ABP-Framework-Advanced-Solutions-Cairo-Egypt
Maadi,Paymint,Egypt,Cairo,"Maadi, Cairo, Egypt",on-site,marketing supervisor,full time,https://wuzzuf.net/jobs/p/jwAWdHnMKIgH-Marketing-Supervisor-Paymint-Cairo-Egypt
Sheraton,Tenjaz,Egypt,Cairo,"Sheraton, Cairo, Egypt",hybrid,senior frontend developer,full time,https://wuzzuf.net/jobs/p/L2dVNrVLorhp-Senior-Frontend-Developer-Tenjaz-Cairo-Egypt
Sheraton,Tenjaz,Egypt,Cairo,"Sheraton, Cairo, Egypt",hybrid,senior backend developer,full time,https://wuzzuf.net/jobs/p/rVqOl1UwYje8-Senior-Backend-Developer-Tenjaz-Cairo-Egypt
,K Line Europe,Egypt,Cairo,"Cairo, Egypt",hybrid,erp application manager,full time,https://wuzzuf.net/jobs/p/G8zRy3uKwAKG-ERP-Application-Manager-K-Line-Europe-Cairo-Egypt
,Nano Health Technology,Egypt,Cairo,"Cairo, Egypt",hybrid,database administrator - sql & mongo db,full time,https://wuzzuf.net/jobs/p/u37vG8uS4hcF-Database-Administrator---SQL-Mongo-DB-Nano-Health-Technology-Cairo-Egypt
,Nano Health Technology,Egypt,Cairo,"Cairo, Egypt",on-site,kubernetes infrastructure engineer,full time,https://wuzzuf.net/jobs/p/vl7E16OuVhAQ-Kubernetes-Infrastructure-Engineer-Nano-Health-Technology-Cairo-Egypt
New Cairo,ESC,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,sales team leader - real estate (new cairo),full time,https://wuzzuf.net/jobs/p/AJrtVTeFAWXP-Sales-Team-Leader---Real-Estate-New-Cairo-ESC-Cairo-Egypt
Mohandessin,Block Gemini,Egypt,Giza,"Mohandessin, Giza, Egypt",on-site,react native developer,full time,https://wuzzuf.net/jobs/p/3t8O63WjKBr7-React-Native-Developer-Block-Gemini-Giza-Egypt
New Cairo,Namaa IT,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,php laravel - full stack developer,full time,https://wuzzuf.net/jobs/p/rvtQ7syoZ6En-PHP-Laravel---Full-Stack-Developer-Namaa-IT-Cairo-Egypt
Maadi,Creative Motion,Egypt,Cairo,"Maadi, Cairo, Egypt",on-site,senior unreal artist,full time,https://wuzzuf.net/jobs/p/VqUVEqoXkeCr-Senior-Unreal-Artist-Creative-Motion-Cairo-Egypt
Maadi,LINK Development,Egypt,Cairo,"Maadi, Cairo, Egypt",hybrid,senior ux designer,full time,https://wuzzuf.net/jobs/p/nCQIrQRlbw3X-Senior-UX-Designer-LINK-Development-Cairo-Egypt
Nasr City,Confidential,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,-php developer,full time,https://wuzzuf.net/jobs/p/GNUcXig5Z7p3--PHP-Developer-Cairo-Egypt
New Cairo,Anecdote agency,Egypt,Cairo,"New Cairo, Cairo, Egypt",hybrid,mid-senior ui ux designer,full time,https://wuzzuf.net/jobs/p/u8nQpNuD4gJC-Mid-Senior-UI-UX-Designer-Anecdote-agency-Cairo-Egypt
Abu Rawash,Confidential,Egypt,Giza,"Abu Rawash, Giza, Egypt",on-site,it manager,full time,https://wuzzuf.net/jobs/p/LBv9fRXalM2D-IT-Manager-Giza-Egypt
Nasr City,Confidential,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,senior software quality assurance specialist (on-site),full time,https://wuzzuf.net/jobs/p/xB7gubpxYYAf-Senior-Software-Quality-Assurance-Specialist-On-site-Cairo-Egypt
,Mirrorful,Egypt,Cairo,"Cairo, Egypt",remote,flutter developer,full time,https://wuzzuf.net/jobs/p/bX9v1vKY6Qll-Flutter-Developer-Mirrorful-Cairo-Egypt
Heliopolis,Biddex,Egypt,Cairo,"Heliopolis, Cairo, Egypt",on-site,senior ui/ux,full time,https://wuzzuf.net/jobs/p/LH0T5WGX3PQH-Senior-UiUX-Biddex-Cairo-Egypt
New Cairo,PMaestro,Egypt,Cairo,"New Cairo, Cairo, Egypt",remote,technical development intern – software engineering,internship,https://wuzzuf.net/internship/IX9zT4MfOGDK-Technical-Development-Intern-–-Software-Engineering-PMaestro-Cairo-Egypt
Fleming,Madar Soft,Egypt,Alexandria,"Fleming, Alexandria, Egypt",remote,senior android developer,full time,https://wuzzuf.net/jobs/p/5vP9KPVZepDJ-Senior-Android-Developer-Madar-Soft-Alexandria-Egypt
New Cairo,Citylogix ME,Egypt,Cairo,"New Cairo, Cairo, Egypt",on-site,aws cloud administrator,full time,https://wuzzuf.net/jobs/p/XgaTEqFbNrDY-AWS-Cloud-Administrator-Citylogix-ME-Cairo-Egypt
Heliopolis,Modulus Investments Group,Egypt,Cairo,"Heliopolis, Cairo, Egypt",on-site,release and deployment engineer,full time,https://wuzzuf.net/jobs/p/sIIy7mGHU8CA-Release-and-Deployment-Engineer-Modulus-Investments-Group-Cairo-Egypt
Nasr City,Digitalmate,Egypt,Cairo,"Nasr City, Cairo, Egypt",on-site,mid backend php,full time,https://wuzzuf.net/jobs/p/vOdO3Asx38cZ-Mid-Backend-PHP-Digitalmate-Cairo-Egypt
,Valleysoft | Center of Excellence,Egypt,Cairo,"Cairo, Egypt",on-site,senior sharepoint developer,full time,https://wuzzuf.net/jobs/p/BdLDE6NROPdy-Senior-SharePoint-Developer-Valleysoft-Center-of-Excellence-Cairo-Egypt
,Farm Fresh,Egypt,Alexandria,"Alexandria, Egypt",on-site,it specialist,full time,https://wuzzuf.net/jobs/p/0XeMhIWmbM3N-IT-Specialist-Farm-Fresh-Alexandria-Egypt
New Cairo,TAB ERP Solutions,Egypt,Cairo,"New Cairo, Cairo, Egypt",remote,senior .net developer- desktop application,full time,https://wuzzuf.net/jobs/p/TIkHolnCRYbx-Senior-Net-Developer--Desktop-Application-TAB-ERP-Solutions-Cairo-Egypt
,Nano Health Technology,Egypt,Cairo,"Cairo, Egypt",on-site,ui ux designer,full time,https://wuzzuf.net/jobs/p/GzqlUyH0h8Jm-UI-UX-Designer-Nano-Health-Technology-Cairo-Egypt
,Nano Health Technology,Egypt,Cairo,"Cairo, Egypt",on-site,digital marketing specialist,full time,https://wuzzuf.net/jobs/p/e3VasnvPNiBO-Digital-Marketing-Specialist-Nano-Health-Technology-Cairo-Egypt
